title,title_key,category,upc,rating_stars,price_listing_gbp,price_excl_tax_gbp,price_incl_tax_gbp,tax_gbp,stock_count,in_stock,review_count,description_words,detail_url
Kierkegaard: A Christian Missionary to Christians,kierkegaard a christian missionary to christians,Philosophy,0cf57cb49272fd37,1,47.13,47.13,47.13,0.0,8,True,0,221,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html
John Vassos: Industrial Design for Modern Life,john vassos industrial design for modern life,Default,bd26e8a79a856c31,4,20.22,20.22,20.22,0.0,8,True,0,376,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html
I'll Give You the Sun,i ll give you the sun,Default,0ab4b35dcffcffd1,1,56.48,56.48,56.48,0.0,8,True,0,242,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html
I Will Find You,i will find you,Nonfiction,bbf1ea50be8008ab,1,44.21,44.21,44.21,0.0,8,True,0,289,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html
Hystopia: A Novel,hystopia a novel,Fiction,0bfdef63285d3019,4,21.96,21.96,21.96,0.0,8,True,0,249,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html
Howl and Other Poems,howl and other poems,Poetry,b7870fa6dc088fbb,2,40.45,40.45,40.45,0.0,8,True,0,194,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html
History of Beauty,history of beauty,Art,8a150fd8ff5d7686,4,10.29,10.29,10.29,0.0,8,True,0,170,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,heaven is for real a little boy s astounding story of his trip to heaven and back,Default,d48c1369927ebef1,2,52.86,52.86,52.86,0.0,8,True,0,331,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
Future Shock (Future Shock #1),future shock future shock 1,Young Adult,df6a7c43faa6732b,5,55.65,55.65,55.65,0.0,8,True,0,265,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html
Ender's Game (The Ender Quintet #1),ender s game the ender quintet 1,Default,e049d44c4f1cf1b2,1,43.64,43.64,43.64,0.0,8,True,0,316,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,diary of a citizen scientist chasing tiger beetles and other new ways of engaging the world,Science,0c11e2d068768dbb,1,28.41,28.41,28.41,0.0,8,True,0,312,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
Death by Leisure: A Cautionary Tale,death by leisure a cautionary tale,Default,4dbd54d9e36c9566,4,37.51,37.51,37.51,0.0,8,True,0,224,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html
Brilliant Beacons: A History of the American Lighthouse,brilliant beacons a history of the american lighthouse,History,7f5157bf53065d36,3,11.45,11.45,11.45,0.0,8,True,0,412,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
Brazen: The Courage to Find the You That's Been Hiding,brazen the courage to find the you that s been hiding,Nonfiction,77e9ea355bd8ae57,2,19.22,19.22,19.22,0.0,8,True,0,260,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
Between the World and Me,between the world and me,Nonfiction,04e3de7ac35ec5cd,4,56.91,56.91,56.91,0.0,8,True,0,322,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
Being Mortal: Medicine and What Matters in the End,being mortal medicine and what matters in the end,Nonfiction,15ebd83e53d0391b,4,55.06,55.06,55.06,0.0,8,True,0,265,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
"A Murder Over a Girl: Justice, Gender, Junior High",a murder over a girl justice gender junior high,Nonfiction,fef91502cbacf23a,3,13.2,13.2,13.2,0.0,8,True,0,269,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
32 Yolks,32 yolks,Food and Drink,b1a227b7609ff263,2,53.63,53.63,53.63,0.0,8,True,0,187,https://books.toscrape.com/catalogue/32-yolks_510/index.html
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",most blessed of the patriarchs thomas jefferson and the empire of the imagination,History,f16c2edb2a603f92,5,44.48,44.48,44.48,0.0,8,True,0,458,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,you are a badass how to stop doubting your greatness and start living an awesome life,Self Help,88ec621893e595d0,3,12.08,12.08,12.08,0.0,7,True,0,159,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
Wildlife of New York: A Five-Borough Coloring Book,wildlife of new york a five borough coloring book,Default,b46d022080543144,2,22.14,22.14,22.14,0.0,7,True,0,213,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
What Happened on Beale Street (Secrets of the South Mysteries #2),what happened on beale street secrets of the south mysteries 2,Mystery,9735c969c652dd89,5,25.37,25.37,25.37,0.0,7,True,0,257,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,unreasonable hope finding faith in the god who brings purpose to your pain,Spirituality,48cb52d78c992487,2,46.33,46.33,46.33,0.0,7,True,0,216,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html
Under the Tuscan Sun,under the tuscan sun,Travel,a94350ee74deaa07,3,37.33,37.33,37.33,0.0,7,True,0,166,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html
Toddlers Are A**holes: It's Not Your Fault,toddlers are a holes it s not your fault,Humor,4242cc3d0437db12,1,25.55,25.55,25.55,0.0,7,True,0,306,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,the year of living biblically one man s humble quest to follow the bible as literally as possible,Default,4a0b78598b42897a,1,34.72,34.72,34.72,0.0,7,True,0,357,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html
The Whale,the whale,Childrens,0ff9d10864db8364,4,35.96,35.96,35.96,0.0,7,True,0,185,https://books.toscrape.com/catalogue/the-whale_501/index.html
The Story of Art,the story of art,Art,9147c5251cc99eb1,4,41.14,41.14,41.14,0.0,7,True,0,165,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html
The Origin of Species,the origin of species,Science,0345872b14f9e774,4,10.01,10.01,10.01,0.0,7,True,0,228,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html
The Great Gatsby,the great gatsby,Default,a8dbf1c6b41b885a,4,36.05,36.05,36.05,0.0,7,True,0,160,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html
The Good Girl,the good girl,Default,f935412970c9f58f,3,49.03,49.03,49.03,0.0,7,True,0,235,https://books.toscrape.com/catalogue/the-good-girl_497/index.html
The Glass Castle,the glass castle,Add a comment,47f4fd3e8e1dac05,1,16.24,16.24,16.24,0.0,7,True,0,186,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,the faith of christopher hitchens the restless soul of the world s most notorious atheist,Biography,57f85720e54d6442,1,39.55,39.55,39.55,0.0,7,True,0,379,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html
The Drowning Girls,the drowning girls,Add a comment,7a10353c9c54cf7c,3,35.67,35.67,35.67,0.0,7,True,0,279,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html
The Constant Princess (The Tudor Court #1),the constant princess the tudor court 1,Historical Fiction,24933c712f0bca2f,3,16.62,16.62,16.62,0.0,7,True,0,271,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html
The Bourne Identity (Jason Bourne #1),the bourne identity jason bourne 1,Fiction,d250657f0ebc5d73,4,42.78,42.78,42.78,0.0,7,True,0,69,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),the bachelor girl s guide to murder herringford and watts mysteries 1,Mystery,20789fb17b423c4c,5,52.3,52.3,52.3,0.0,7,True,0,210,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html
The Art Book,the art book,Art,4b8fa561a1e52d1c,2,32.34,32.34,32.34,0.0,7,True,0,170,https://books.toscrape.com/catalogue/the-art-book_490/index.html
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,the 7 habits of highly effective people powerful lessons in personal change,Default,5fbd03b1ac0a0e69,4,33.17,33.17,33.17,0.0,7,True,0,123,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html
Team of Rivals: The Political Genius of Abraham Lincoln,team of rivals the political genius of abraham lincoln,Add a comment,ba047a636b7d3793,5,20.12,20.12,20.12,0.0,7,True,0,1390,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,steal like an artist 10 things nobody told you about being creative,Default,8776181be110838a,2,20.9,20.9,20.9,0.0,7,True,0,132,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html
"Sit, Stay, Love",sit stay love,Romance,bd087cf6a846db75,3,20.9,20.9,20.9,0.0,7,True,0,232,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html
Sister Dear,sister dear,Fiction,7ffebdd1d5148aef,4,40.2,40.2,40.2,0.0,7,True,0,228,https://books.toscrape.com/catalogue/sister-dear_485/index.html
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",shrunken treasures literary classics short sweet and silly,Childrens,9639e89d20228e6e,3,52.87,52.87,52.87,0.0,7,True,0,181,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html
"Rich Dad, Poor Dad",rich dad poor dad,Business,8486f61aa81a3daa,1,51.74,51.74,51.74,0.0,7,True,0,147,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
Raymie Nightingale,raymie nightingale,Childrens,31c56c4d0fe19340,2,34.41,34.41,34.41,0.0,7,True,0,201,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html
Playing from the Heart,playing from the heart,Childrens,68008abf6409dfde,1,32.38,32.38,32.38,0.0,7,True,0,193,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html
Nightstruck: A Novel,nightstruck a novel,Young Adult,746029796363aa51,4,50.35,50.35,50.35,0.0,7,True,0,247,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",naturally lean 125 nourishing gluten free plant based recipes all under 300 calories,Food and Drink,924438fc6cbec836,5,11.38,11.38,11.38,0.0,7,True,0,167,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
Meternity,meternity,Womens Fiction,725cd8d23d78cdca,3,43.58,43.58,43.58,0.0,7,True,0,293,https://books.toscrape.com/catalogue/meternity_478/index.html
Memoirs of a Geisha,memoirs of a geisha,Fiction,dac4b5847454fd9b,3,49.67,49.67,49.67,0.0,7,True,0,144,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html
Like Never Before (Walker Family #2),like never before walker family 2,Christian Fiction,b6670507e85b30e6,2,28.77,28.77,28.77,0.0,7,True,0,245,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
Life of Pi,life of pi,Default,40cdcbb7692fd408,4,13.22,13.22,13.22,0.0,7,True,0,58,https://books.toscrape.com/catalogue/life-of-pi_475/index.html
Leave This Song Behind: Teen Poetry at Its Best,leave this song behind teen poetry at its best,Poetry,b74ee891e2a6dd69,5,51.17,51.17,51.17,0.0,7,True,0,235,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
King's Folly (The Kinsman Chronicles #1),king s folly the kinsman chronicles 1,Fantasy,4c82371b8cd02d4d,5,39.61,39.61,39.61,0.0,7,True,0,167,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
John Adams,john adams,Add a comment,68407606544d6f22,4,57.43,57.43,57.43,0.0,7,True,0,678,https://books.toscrape.com/catalogue/john-adams_472/index.html
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),how to cook everything vegetarian simple meatless recipes for great food how to cook everything,Food and Drink,2a9fcb3382d351c8,4,46.01,46.01,46.01,0.0,7,True,0,417,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,how to be a domestic goddess baking and the art of comfort cooking,Food and Drink,eff5710404e2ff78,2,28.25,28.25,28.25,0.0,7,True,0,148,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html
Good in Bed (Cannie Shapiro #1),good in bed cannie shapiro 1,Add a comment,c00bc29a678a6efb,5,37.05,37.05,37.05,0.0,7,True,0,203,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html
"Fruits Basket, Vol. 7 (Fruits Basket #7)",fruits basket vol 7 fruits basket 7,Sequential Art,de6d7645f192d517,1,19.57,19.57,19.57,0.0,7,True,0,143,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html
For the Love: Fighting for Grace in a World of Impossible Standards,for the love fighting for grace in a world of impossible standards,Nonfiction,2e40333991f56f45,3,45.13,45.13,45.13,0.0,7,True,0,220,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
Finding God in the Ruins: How God Redeems Pain,finding god in the ruins how god redeems pain,Nonfiction,4e78f06160b717ac,2,46.64,46.64,46.64,0.0,7,True,0,169,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html
Every Heart a Doorway (Every Heart A Doorway #1),every heart a doorway every heart a doorway 1,Fantasy,4fa75fc6829431ca,5,12.16,12.16,12.16,0.0,7,True,0,183,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html
Delivering the Truth (Quaker Midwife Mystery #1),delivering the truth quaker midwife mystery 1,Mystery,4e980425468708da,4,20.89,20.89,20.89,0.0,7,True,0,200,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html
Counted With the Stars (Out from Egypt #1),counted with the stars out from egypt 1,Christian Fiction,4807043b8218e9ce,5,17.97,17.97,17.97,0.0,7,True,0,187,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
"Chronicles, Vol. 1",chronicles vol 1,Music,4781b6bfd6f7a2c5,2,52.6,52.6,52.6,0.0,7,True,0,270,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,blue like jazz nonreligious thoughts on christian spirituality,Christian,a322361a37a78d3d,1,25.77,25.77,25.77,0.0,7,True,0,216,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
Benjamin Franklin: An American Life,benjamin franklin an american life,Biography,5b546a46a86a9d8c,3,48.19,48.19,48.19,0.0,7,True,0,493,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",at the existentialist caf freedom being and apricot cocktails with jean paul sartre simone de beauvoir albert camus martin heidegger edmund husserl karl jaspers maurice merleau ponty and others,Philosophy,6b52904b2ab91bf6,5,29.93,29.93,29.93,0.0,7,True,0,285,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html
A Summer In Europe,a summer in europe,Travel,cc1936a9f4e93477,2,44.34,44.34,44.34,0.0,7,True,0,319,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html
A Short History of Nearly Everything,a short history of nearly everything,History,6c7fa6844380f50a,5,52.4,52.4,52.4,0.0,7,True,0,214,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html
A Gathering of Shadows (Shades of Magic #2),a gathering of shadows shades of magic 2,Fantasy,d1378a0ad06ff979,4,44.81,44.81,44.81,0.0,7,True,0,252,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html
The Sound Of Love,the sound of love,Default,5ba3d703d1ae0c1d,5,57.84,57.84,57.84,0.0,6,True,0,470,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html
The Rise and Fall of the Third Reich: A History of Nazi Germany,the rise and fall of the third reich a history of nazi germany,History,774fa432bd7d9c47,2,39.67,39.67,39.67,0.0,6,True,0,233,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html
The Perks of Being a Wallflower,the perks of being a wallflower,Default,fd364afd082f5446,3,55.02,55.02,55.02,0.0,6,True,0,218,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html
The Mysterious Affair at Styles (Hercule Poirot #1),the mysterious affair at styles hercule poirot 1,Mystery,2da5edf8b5776c9a,4,24.8,24.8,24.8,0.0,6,True,0,49,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,the man who mistook his wife for a hat and other clinical tales,Nonfiction,60376aa71be66083,4,59.45,59.45,59.45,0.0,6,True,0,245,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html
The Makings of a Fatherless Child,the makings of a fatherless child,Default,2efa5a839e62b1bd,2,31.58,31.58,31.58,0.0,6,True,0,171,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html
The Joy of Cooking,the joy of cooking,Add a comment,d326e189b1210916,4,43.27,43.27,43.27,0.0,6,True,0,630,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html
The Invention of Wings,the invention of wings,Historical Fiction,e6635f5b0a2c78db,1,37.34,37.34,37.34,0.0,6,True,0,364,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html
The Hobbit (Middle-Earth Universe),the hobbit middle earth universe,Default,72b5355dda190b6a,5,17.8,17.8,17.8,0.0,6,True,0,221,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html
The Great Railway Bazaar,the great railway bazaar,Travel,48736df57e7bec9f,1,30.54,30.54,30.54,0.0,6,True,0,172,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html
The Golden Compass (His Dark Materials #1),the golden compass his dark materials 1,Add a comment,d33824cb93ecab6f,1,18.77,18.77,18.77,0.0,6,True,0,235,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html
The God Delusion,the god delusion,Add a comment,2bc80eba94950873,3,46.85,46.85,46.85,0.0,6,True,0,214,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html
The Girl You Left Behind (The Girl You Left Behind #1),the girl you left behind the girl you left behind 1,Historical,eb7459e0c570251d,1,15.79,15.79,15.79,0.0,6,True,0,211,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html
The Fellowship of the Ring (The Lord of the Rings #1),the fellowship of the ring the lord of the rings 1,Default,cb17945cb90b7837,2,10.27,10.27,10.27,0.0,6,True,0,55,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),the collected poems of w b yeats the collected works of w b yeats 1,Poetry,3d250ab0f12be445,5,15.42,15.42,15.42,0.0,6,True,0,226,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html
The Barefoot Contessa Cookbook,the barefoot contessa cookbook,Food and Drink,6478ccb4416e6a5d,5,59.92,59.92,59.92,0.0,6,True,0,434,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html
Tell the Wolves I'm Home,tell the wolves i m home,Young Adult,2a1b3d967cda1da2,2,50.96,50.96,50.96,0.0,6,True,0,320,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,ship leaves harbor essays on travel by a recovering journeyman,Default,8d8e9f9b8730eb25,3,30.6,30.6,30.6,0.0,6,True,0,60,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html
Pride and Prejudice,pride and prejudice,Add a comment,720c36b2bee4692e,4,19.27,19.27,19.27,0.0,6,True,0,132,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html
Musicophilia: Tales of Music and the Brain,musicophilia tales of music and the brain,Default,6d235933670503d9,1,46.58,46.58,46.58,0.0,6,True,0,255,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html
Mere Christianity,mere christianity,Add a comment,f38f37ed934d84b2,3,48.51,48.51,48.51,0.0,6,True,0,163,https://books.toscrape.com/catalogue/mere-christianity_435/index.html
Me Before You (Me Before You #1),me before you me before you 1,Fiction,7a2b51f69e81c722,1,19.02,19.02,19.02,0.0,6,True,0,195,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html
In the Woods (Dublin Murder Squad #1),in the woods dublin murder squad 1,Mystery,6958de044cb28a84,2,38.38,38.38,38.38,0.0,6,True,0,236,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html
In Cold Blood,in cold blood,Nonfiction,fe0f34ebed689381,4,49.98,49.98,49.98,0.0,6,True,0,158,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html
How to Stop Worrying and Start Living,how to stop worrying and start living,Self Help,e792c0969cefe1b8,5,46.49,46.49,46.49,0.0,6,True,0,230,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html
Give It Back,give it back,Thriller,012170e4fc87ace0,2,18.32,18.32,18.32,0.0,6,True,0,288,https://books.toscrape.com/catalogue/give-it-back_430/index.html
"Girl, Interrupted",girl interrupted,Nonfiction,384c7d41d5ffe9d1,3,42.14,42.14,42.14,0.0,6,True,0,202,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html
Fun Home: A Family Tragicomic,fun home a family tragicomic,Add a comment,56a34d0cec11d6b0,4,56.59,56.59,56.59,0.0,6,True,0,147,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html
"Fruits Basket, Vol. 6 (Fruits Basket #6)",fruits basket vol 6 fruits basket 6,Sequential Art,97258f576d4bb672,4,20.96,20.96,20.96,0.0,6,True,0,58,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html
Deception Point,deception point,Fiction,4e3b183180e2a992,4,40.32,40.32,40.32,0.0,6,True,0,229,https://books.toscrape.com/catalogue/deception-point_426/index.html
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",death note vol 6 give and take death note 6,Sequential Art,6e06d0f00f6da20f,3,36.39,36.39,36.39,0.0,6,True,0,260,https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html
Catherine the Great: Portrait of a Woman,catherine the great portrait of a woman,History,f3c70d296ec796c4,4,58.55,58.55,58.55,0.0,6,True,0,378,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html
Better Homes and Gardens New Cook Book,better homes and gardens new cook book,Food and Drink,faf841f81c52638b,3,39.61,39.61,39.61,0.0,6,True,0,232,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html
An Unquiet Mind: A Memoir of Moods and Madness,an unquiet mind a memoir of moods and madness,Psychology,46cb43c2ab133ccc,3,21.3,21.3,21.3,0.0,6,True,0,198,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
A Year in Provence (Provence #1),a year in provence provence 1,Travel,9e60929f521fa280,4,56.88,56.88,56.88,0.0,6,True,0,163,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html
World Without End (The Pillars of the Earth #2),world without end the pillars of the earth 2,Historical Fiction,2e5b4ff08a75fd02,4,32.97,32.97,32.97,0.0,5,True,0,219,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",will grayson will grayson will grayson will grayson,Young Adult,e75f3ae1da1cc652,4,47.31,47.31,47.31,0.0,5,True,0,188,https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,why save the bankers and other essays on our economic and political crisis,Nonfiction,759ee7d059b1beb8,2,48.67,48.67,48.67,0.0,5,True,0,274,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html
Where She Went (If I Stay #2),where she went if i stay 2,Young Adult,60369d96b7b80869,4,41.73,41.73,41.73,0.0,5,True,0,192,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,what if serious scientific answers to absurd hypothetical questions,Default,163d89116179c33f,4,53.68,53.68,53.68,0.0,5,True,0,345,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html
Two Summers,two summers,Young Adult,3a7d54a264d9f33e,1,14.64,14.64,14.64,0.0,5,True,0,229,https://books.toscrape.com/catalogue/two-summers_415/index.html
This Is Your Brain on Music: The Science of a Human Obsession,this is your brain on music the science of a human obsession,Music,bc209a900101f28d,1,38.4,38.4,38.4,0.0,5,True,0,257,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html
The Secret Garden,the secret garden,Classics,abbb492978ff656d,4,15.08,15.08,15.08,0.0,5,True,0,170,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html
The Raven King (The Raven Cycle #4),the raven king the raven cycle 4,Add a comment,2e4fc5eacceec12c,2,30.57,30.57,30.57,0.0,5,True,0,161,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html
The Raven Boys (The Raven Cycle #1),the raven boys the raven cycle 1,Fantasy,e0b3a679b83caccc,4,57.74,57.74,57.74,0.0,5,True,0,244,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html
The Power Greens Cookbook: 140 Delicious Superfood Recipes,the power greens cookbook 140 delicious superfood recipes,Food and Drink,f701fae56b645ef7,5,11.05,11.05,11.05,0.0,5,True,0,388,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html
