upc,title,category,price_listing_gbp
b978c9852cde91bd,How to Speak Golf: An Illustrated Guide to Links Lingo,Default,58.32
0b165bd4b9f42fd5,Hold Your Breath (Search and Rescue #1),Romance,28.82
3a7d54a264d9f33e,Two Summers,Young Adult,14.64
dabf11918b48b40c,The Da Vinci Code (Robert Langdon #2),Fiction,22.96
e792c0969cefe1b8,How to Stop Worrying and Start Living,Self Help,46.49
80cfab6bcff3a244,The Art Forger,Add a comment,40.76
790ef197c8f236f5,The Project,Science Fiction,10.65
0c27e6c3744fc14b,"Shobu Samurai, Project Aryoku (#3)",Add a comment,29.06
aeff7b87a8e83ebb,I Am Pilgrim (Pilgrim #1),Fiction,10.6
513271dadc1322ae,Chasing Heaven: What Dying Taught Me About Living,Spirituality,37.8
a80f66b254fe9eb3,Brain on Fire: My Month of Madness,Nonfiction,49.32
df53c2948b32bde3,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Sequential Art,27.88
cc82685d9f49bc2c,My Mrs. Brown,Fiction,24.48
c82a3e358c773c73,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Sequential Art,50.4
394f6d30cafc3edb,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Sequential Art,35.43
cd3dcd83bb002e78,The Blind Side: Evolution of a Game,Add a comment,53.71
b6670507e85b30e6,Like Never Before (Walker Family #2),Christian Fiction,28.77
a2a9f76339d21ab1,The False Prince (The Ascendance Trilogy #1),Fantasy,56.0
3f25a2fedae191cc,The Book of Mormon,Religion,24.57
5319169a72714c62,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Sequential Art,10.9
4165285e1663650f,Sapiens: A Brief History of Humankind,History,54.23
327f68a59745c102,How Music Works,Music,37.32
cedf82b5086e4691,The Natural History of Us (The Fine Art of Pretending #2),Young Adult,45.22
f08667e4c0458f37,Spilled Milk: Based on a True Story,Nonfiction,49.51
ce60436f52c5ee68,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,Travel,49.43
4e3b183180e2a992,Deception Point,Fiction,40.32
c65c25d990fc7025,"Exit, Pursued by a Bear",Young Adult,51.34
abc0b15f2c907ff0,Bounty (Colorado Mountain #7),Romance,37.26
5ba3d703d1ae0c1d,The Sound Of Love,Default,57.84
de6d7645f192d517,"Fruits Basket, Vol. 7 (Fruits Basket #7)",Sequential Art,19.57
72b5355dda190b6a,The Hobbit (Middle-Earth Universe),Default,17.8
384c7d41d5ffe9d1,"Girl, Interrupted",Nonfiction,42.14
1d6dd0c87d90fe92,Eight Hundred Grapes,Fiction,14.39
73f4f87dd936ee5c,Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,48.75
caa2e5b3fb1b2d4c,Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,28.9
d7d6d50c1e3d0b81,Tracing Numbers on a Train,Default,41.6
d48c1369927ebef1,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Default,52.86
9e60929f521fa280,A Year in Provence (Provence #1),Travel,56.88
8fff1084aa085a13,"Fruits Basket, Vol. 4 (Fruits Basket #4)",Sequential Art,50.44
bff270fe9c86a5a9,Miller's Valley,Fiction,58.54
6514add13c82b115,The Tumor,Nonfiction,41.56
d30b9215c72cca87,Wild: From Lost to Found on the Pacific Crest Trail,Default,46.02
0ce8075fab4a2b5b,Legend (Legend #1),Young Adult,43.69
d56d0710668bb39c,Proofs of God: Classical Arguments from Tertullian to Barth,Philosophy,54.21
b6ee99bcf06fc91f,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Sequential Art,45.61
aba2db9afb1469c7,Until Friday Night (The Field Party #1),Young Adult,46.31
27c5968fe43cc06e,El Deafo,Sequential Art,57.62
4f6985aca357ae09,"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,42.72
1809259a5a5f1d8d,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Travel,36.94
6875c5657661b2fb,The White Queen (The Cousins' War #1),Add a comment,25.91
4a7a25be293ad678,The Star-Touched Queen,Fantasy,32.3
29af1a2566c4e36e,Left Behind (Left Behind #1),Default,40.72
476c7972e9b41891,The Last Painting of Sara de Vos,Historical Fiction,55.55
276dc716b1da8899,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,54.81
52cf2a5933ec5d8f,The Marriage of Opposites,Historical Fiction,28.08
b46d022080543144,Wildlife of New York: A Five-Borough Coloring Book,Default,22.14
29d6d87f3418638b,The Nightingale,Fiction,26.26
b78deb463531d078,The Silent Wife,Fiction,12.34
6390772a3094939d,Fighting Fate (Fighting #6),Romance,39.24
f16c2edb2a603f92,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,44.48
9429b4d59c537af5,Patience,Sequential Art,10.16
76c84daa539426e2,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Default,45.95
7d385d34d12e60ff,The Nameless City (The Nameless City #1),Sequential Art,38.16
f40fea200e0c644f,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,21.21
dbe33cf29ef1623d,Cosmos,Add a comment,36.17
6be3beb0793a53e7,Sophie's World,Philosophy,15.94
b1a227b7609ff263,32 Yolks,Food and Drink,53.63
02b74068fa98d8a4,Old School (Diary of a Wimpy Kid #10),Humor,11.83
709822d0b5bcb7f4,Thirst,Fiction,17.27
01a177623cce9596,A Brush of Wings (Angels Walking #3),Add a comment,55.51
759ee7d059b1beb8,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,48.67
5bc1fbccfbf2355c,The Art of Not Breathing,Young Adult,40.83
7ebfa6c1bee69e1e,Amy Meets the Saints and Sages,Default,18.46
86d8bd7afa5b51b3,The Iliad,Add a comment,16.16
61cf7eb9d2cd8bb0,23 Degrees South: A Tropical Tale of Changing Whether...,Add a comment,35.79
fd364afd082f5446,The Perks of Being a Wallflower,Default,55.02
b3f2bc2cefb35f05,"The End of Faith: Religion, Terror, and the Future of Reason",Add a comment,22.13
bf68dcb5fad3cc8c,Batman: Europa,Sequential Art,32.01
b28c7d07afa7063b,Find Her (Detective D.D. Warren #8),Add a comment,22.37
1bba4b1ba23ed2d6,The Grownup,Short Stories,35.88
c849f0b2f5d6a742,"Saga, Volume 6 (Saga (Collected Editions) #6)",Fantasy,25.02
7add3f8e49ec0826,Fifty Shades Darker (Fifty Shades #2),Romance,21.96
c9782ad2a0ed9331,Crazy Rich Asians (Crazy Rich Asians #1),Fiction,49.13
847935fc68707426,The Guilty (Will Robie #4),Thriller,13.82
ab60e6f5a63e1cfb,Without Shame,Add a comment,48.27
f5873c8fc7760000,8 Keys to Mental Health Through Exercise,Psychology,31.04
8d390a1fc3133d06,Jane Eyre,Default,38.43
bb8245f52c7cce8f,Amid the Chaos,Cultural,36.58
3a95f5a2df4ff921,No One Here Gets Out Alive,Music,20.02
31075275518532d7,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Add a comment,23.89
437d8dea9272d0a9,The Improbability of Love,Fiction,59.45
a6454e329f872b78,Rain Fish,Childrens,23.57
a0dd11f6abc421ec,Jurassic Park (Jurassic Park #1),Fiction,44.97
4f283dfcbeccc0d4,The High Mountains of Portugal,Fiction,51.15
a7ec599c1a547746,Dracula,Default,52.62
86cbddb61ea78bb7,salt.,Poetry,46.78
c4589ee5977a47be,The Hiding Place,History,55.91
3ecb690d1542c568,When We Collided,Contemporary,31.77
2b69dec0193511d9,A Mother's Reckoning: Living in the Aftermath of Tragedy,Nonfiction,19.53
cc1ac978a6835ef6,Horrible Bear!,Childrens,37.52
623e1a180426039b,The Wedding Dress,Romance,24.12
c6a29d6df8de968c,Furiously Happy: A Funny Book About Horrible Things,Nonfiction,41.46
8932e5c12f12ffed,Origins (Alphas 0.5),Fantasy,28.99
969f6c7e86554814,The Purest Hook (Second Circle Tattoos #3),Romance,12.25
af58a74e4b2a23a0,Pet Sematary,Horror,10.56
16c71736dae78764,The Last Girl (The Dominion Trilogy #1),Science Fiction,36.26
6c7fa6844380f50a,A Short History of Nearly Everything,History,52.4
b06599b108e83f98,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,21.15
903a9f8090104c2c,The Shack,Fiction,28.03
81ef44fcc5f454df,One with You (Crossfire #5),Add a comment,15.71
e00eb4fd7b871a48,Sharp Objects,Mystery,47.82
0312262ecafa5a40,"Starving Hearts (Triangular Trade Trilogy, #1)",Default,13.99
87b0615b6e1f4d7b,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,41.83
aeb51dfbe8aeec59,Roller Girl,Sequential Art,14.1
6c49258724f11770,Harry Potter and the Deathly Hallows (Harry Potter #7),Default,23.32
b7f475238ed50429,The Cat in the Hat (Beginner Books B-1),Childrens,16.26
7a10353c9c54cf7c,The Drowning Girls,Add a comment,35.67
3bc89353f7e3a3cc,The Last Mile (Amos Decker #2),Mystery,54.21
8ceb5c6aed2c5f8b,While You Were Mine,Historical Fiction,41.32
830fb3967c74866d,Shtum,Fiction,55.84
65cfc9f242c2984a,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,12.34
b830685072fa871f,"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,58.09
eac1a180047ad54e,The Kite Runner,Default,41.82
a2b4b685dfa94733,Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,29.82
ee61197edb882599,The Girl In The Ice (DCI Erika Foster #1),Mystery,15.85
adb5f51c2e2ab13f,Love Is a Mix Tape (Music #1),Music,18.03
d5e0526e1ab682a3,A Distant Mirror: The Calamitous 14th Century,History,14.58
8a6ec2761f91dad2,City of Ashes (The Mortal Instruments #2),Default,47.27
8a150fd8ff5d7686,History of Beauty,Art,10.29
0cb4856be3694a57,Holidays on Ice,Humor,51.07
2bc80eba94950873,The God Delusion,Add a comment,46.85
dd003e904727281a,The Exiled,Mystery,43.45
04e3de7ac35ec5cd,Between the World and Me,Nonfiction,56.91
06f6a57a6d532844,Kitchens of the Great Midwest,Fiction,57.2
feb7cc7701ecf901,Olio,Poetry,23.88
2f88b08bf0a0e367,First Steps for New Christians (Print Edition),Default,29.0
c4d9fce9eff3b8ba,Night (The Night Trilogy #1),Nonfiction,13.51
849db7ab7f4a640c,Paradise Lost (Paradise #1),Default,24.96
ccd9ffa25efabdea,Wall and Piece,Art,44.18
34c0d7c4ee5650af,The Year of Magical Thinking,Nonfiction,43.04
bc209a900101f28d,This Is Your Brain on Music: The Science of a Human Obsession,Music,38.4
5f22418922fa728b,Carrie,Default,46.23
b74ee891e2a6dd69,Leave This Song Behind: Teen Poetry at Its Best,Poetry,51.17
5dbd6ec4e154ad2f,A Visit from the Goon Squad,Default,14.08
90fa61229261140a,Tipping the Velvet,Historical Fiction,53.74
2b5054a4192e9b06,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,52.65
89a89e76f3516357,A Clash of Kings (A Song of Ice and Fire #2),Add a comment,10.79
229cd6564bf0dce4,Shadow Rites (Jane Yellowrock #10),Fantasy,21.72
3661360c99719414,The Fault in Our Stars,Default,47.22
6edacfd1f8ebb9eb,The Darkest Lie,Young Adult,35.35
e88fb1c9397cfb27,The Song of Achilles,Add a comment,37.4
97187f5cf0385da3,"Fruits Basket, Vol. 9 (Fruits Basket #9)",Sequential Art,33.95
8585760646e3aa2a,Follow You Home,Horror,21.36
68008abf6409dfde,Playing from the Heart,Childrens,32.38
dac4b5847454fd9b,Memoirs of a Geisha,Fiction,49.67
047097293bb4d1c0,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Sequential Art,37.34
e958ae92f328c181,Red Dragon (Hannibal Lecter #1),Horror,23.37
9735c969c652dd89,What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,25.37
4416c474713ec1f5,A Time of Torment (Charlie Parker #14),Mystery,48.35
0651062381f0636a,The Regional Office Is Under Attack!,Fiction,51.36
ecdf73ee66c33b17,Reservations for Two,Romance,11.1
15ebd83e53d0391b,Being Mortal: Medicine and What Matters in the End,Nonfiction,55.06
